#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
getChromDepth_sample000_estimateChromDepth_497_chr6_KV766194v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_497_chr6_KV766194v1_fix --chrom chr6_KV766194v1_fix
getChromDepth_sample000_estimateChromDepth_498_chr7_KV880764v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_498_chr7_KV880764v1_fix --chrom chr7_KV880764v1_fix
getChromDepth_sample000_estimateChromDepth_499_chr7_KV880765v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_499_chr7_KV880765v1_fix --chrom chr7_KV880765v1_fix
getChromDepth_sample000_estimateChromDepth_500_chr7_KZ208912v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_500_chr7_KZ208912v1_fix --chrom chr7_KZ208912v1_fix
getChromDepth_sample000_estimateChromDepth_501_chr7_KZ208913v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_501_chr7_KZ208913v1_alt --chrom chr7_KZ208913v1_alt
getChromDepth_sample000_estimateChromDepth_502_chr7_KQ031388v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_502_chr7_KQ031388v1_fix --chrom chr7_KQ031388v1_fix
getChromDepth_sample000_estimateChromDepth_503_chr8_KZ208915v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_503_chr8_KZ208915v1_fix --chrom chr8_KZ208915v1_fix
getChromDepth_sample000_estimateChromDepth_504_chr8_KV880767v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_504_chr8_KV880767v1_fix --chrom chr8_KV880767v1_fix
getChromDepth_sample000_estimateChromDepth_505_chr8_KV880766v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_505_chr8_KV880766v1_fix --chrom chr8_KV880766v1_fix
getChromDepth_sample000_estimateChromDepth_506_chr8_KZ208914v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_506_chr8_KZ208914v1_fix --chrom chr8_KZ208914v1_fix
getChromDepth_sample000_estimateChromDepth_507_chr9_KQ090018v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_507_chr9_KQ090018v1_alt --chrom chr9_KQ090018v1_alt
getChromDepth_sample000_estimateChromDepth_508_chr9_KQ090019v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_508_chr9_KQ090019v1_alt --chrom chr9_KQ090019v1_alt
getChromDepth_sample000_estimateChromDepth_509_chr9_KN196479v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_509_chr9_KN196479v1_fix --chrom chr9_KN196479v1_fix
getChromDepth_sample000_estimateChromDepth_510_chr10_KN538367v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_510_chr10_KN538367v1_fix --chrom chr10_KN538367v1_fix
getChromDepth_sample000_estimateChromDepth_511_chr10_KQ090020v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_511_chr10_KQ090020v1_alt --chrom chr10_KQ090020v1_alt
getChromDepth_sample000_estimateChromDepth_512_chr10_KN196480v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_512_chr10_KN196480v1_fix --chrom chr10_KN196480v1_fix
getChromDepth_sample000_estimateChromDepth_513_chr10_KQ090021v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_513_chr10_KQ090021v1_fix --chrom chr10_KQ090021v1_fix
getChromDepth_sample000_estimateChromDepth_514_chr10_KN538366v1_fix_to_515_chr10_KN538365v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_514_chr10_KN538366v1_fix_to_515_chr10_KN538365v1_fix --chrom chr10_KN538366v1_fix --chrom chr10_KN538365v1_fix
getChromDepth_sample000_estimateChromDepth_516_chr11_KQ759759v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_516_chr11_KQ759759v1_fix --chrom chr11_KQ759759v1_fix
getChromDepth_sample000_estimateChromDepth_517_chr11_KN538368v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_517_chr11_KN538368v1_alt --chrom chr11_KN538368v1_alt
getChromDepth_sample000_estimateChromDepth_518_chr11_KV766195v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_518_chr11_KV766195v1_fix --chrom chr11_KV766195v1_fix
getChromDepth_sample000_estimateChromDepth_519_chr11_KQ090022v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_519_chr11_KQ090022v1_fix --chrom chr11_KQ090022v1_fix
getChromDepth_sample000_estimateChromDepth_520_chr11_KN196481v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_520_chr11_KN196481v1_fix --chrom chr11_KN196481v1_fix
getChromDepth_sample000_estimateChromDepth_521_chr12_KQ090023v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_521_chr12_KQ090023v1_alt --chrom chr12_KQ090023v1_alt
getChromDepth_sample000_estimateChromDepth_522_chr12_KZ208916v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_522_chr12_KZ208916v1_fix --chrom chr12_KZ208916v1_fix
getChromDepth_sample000_estimateChromDepth_523_chr12_KN538369v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_523_chr12_KN538369v1_fix --chrom chr12_KN538369v1_fix
getChromDepth_sample000_estimateChromDepth_524_chr12_KN196482v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_524_chr12_KN196482v1_fix --chrom chr12_KN196482v1_fix
getChromDepth_sample000_estimateChromDepth_525_chr12_KZ208918v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_525_chr12_KZ208918v1_alt --chrom chr12_KZ208918v1_alt
getChromDepth_sample000_estimateChromDepth_526_chr12_KQ759760v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_526_chr12_KQ759760v1_fix --chrom chr12_KQ759760v1_fix
getChromDepth_sample000_estimateChromDepth_527_chr12_KZ208917v1_fix_to_528_chr12_KN538370v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_527_chr12_KZ208917v1_fix_to_528_chr12_KN538370v1_fix --chrom chr12_KZ208917v1_fix --chrom chr12_KN538370v1_fix
getChromDepth_sample000_estimateChromDepth_529_chr13_KN538372v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_529_chr13_KN538372v1_fix --chrom chr13_KN538372v1_fix
getChromDepth_sample000_estimateChromDepth_530_chr13_KQ090024v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_530_chr13_KQ090024v1_alt --chrom chr13_KQ090024v1_alt
getChromDepth_sample000_estimateChromDepth_531_chr13_KN196483v1_fix_to_532_chr13_KN538373v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_531_chr13_KN196483v1_fix_to_532_chr13_KN538373v1_fix --chrom chr13_KN196483v1_fix --chrom chr13_KN538373v1_fix
getChromDepth_sample000_estimateChromDepth_533_chr13_KQ090025v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_533_chr13_KQ090025v1_alt --chrom chr13_KQ090025v1_alt
getChromDepth_sample000_estimateChromDepth_534_chr13_KN538371v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_534_chr13_KN538371v1_fix --chrom chr13_KN538371v1_fix
getChromDepth_sample000_estimateChromDepth_535_chr14_KZ208920v1_fix		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_535_chr14_KZ208920v1_fix --chrom chr14_KZ208920v1_fix
